State,Year,Month,Date,Revenue,Handle,Hold,Taxes
Michigan,2024,7,2024-07-01,29041633.0,256764457.0,0.113,1449451.0
Michigan,2024,8,2024-08-01,29053190.0,289680651.0,0.1,1303865.0
Michigan,2024,9,2024-09-01,59216535.0,523776650.0,0.113,2029809.0
Mississippi,2018,8,2018-08-01,645057.0,7696051.0,0.084,77407.0
Mississippi,2018,9,2018-09-01,5503793.0,31770270.0,0.173,660455.0
Mississippi,2018,10,2018-10-01,1178343.0,32837334.0,0.036,141401.0
Mississippi,2018,11,2018-11-01,1674250.0,44499883.0,0.038,200910.0
Mississippi,2018,12,2018-12-01,6174224.0,41762048.0,0.148,740907.0
Mississippi,2019,1,2019-01-01,2793238.0,35190774.0,0.079,335189.0
Mississippi,2019,2,2019-02-01,2756439.0,25148135.0,0.11,330773.0
Mississippi,2019,3,2019-03-01,4898726.0,32421264.0,0.151,587847.0
Mississippi,2019,4,2019-04-01,2057834.0,19188763.0,0.107,246940.0
Mississippi,2019,5,2019-05-01,1191967.0,17438288.0,0.068,143036.0
Mississippi,2019,6,2019-06-01,1625113.0,15190666.0,0.107,195014.0
Mississippi,2019,7,2019-07-01,1053776.0,13383383.0,0.079,126453.0
Mississippi,2019,8,2019-08-01,2884348.0,19876370.0,0.145,346122.0
Mississippi,2019,9,2019-09-01,5631583.0,37870989.0,0.149,675790.0
Mississippi,2019,10,2019-10-01,12295357.0,48019481.0,0.256,1475443.0
Mississippi,2019,11,2019-11-01,3784071.0,56369036.0,0.067,454088.0
Mississippi,2019,12,2019-12-01,3478919.0,49076433.0,0.071,417470.0
Mississippi,2020,1,2020-01-01,4637967.0,45190371.0,0.103,556556.0
Mississippi,2020,2,2020-02-01,2105780.0,34462822.0,0.061,252694.0
Mississippi,2020,3,2020-03-01,648647.0,10749403.0,0.06,77838.0
Mississippi,2020,4,2020-04-01,,,,
Mississippi,2020,5,2020-05-01,87697.0,236503.0,0.371,10524.0
Mississippi,2020,6,2020-06-01,-62231.0,1575859.0,-0.039,-7468.0
Mississippi,2020,7,2020-07-01,1335763.0,7916665.0,0.169,160292.0
Mississippi,2020,8,2020-08-01,3748732.0,40489135.0,0.093,449848.0
Mississippi,2020,9,2020-09-01,6598931.0,52220289.0,0.126,791872.0
Mississippi,2020,10,2020-10-01,8769600.0,61192425.0,0.143,1052352.0
Mississippi,2020,11,2020-11-01,8108102.0,54443370.0,0.149,972972.0
Mississippi,2020,12,2020-12-01,7762542.0,55298807.0,0.14,931505.0
Mississippi,2021,1,2021-01-01,9114483.0,67707628.0,0.135,1093738.0
Mississippi,2021,2,2021-02-01,4606840.0,47807574.0,0.096,552821.0
Mississippi,2021,3,2021-03-01,5237031.0,50546886.0,0.104,628444.0
Mississippi,2021,4,2021-04-01,4300968.0,32917836.0,0.131,516116.0
Mississippi,2021,5,2021-05-01,3888299.0,36125896.0,0.108,466596.0
Mississippi,2021,6,2021-06-01,3194317.0,43099180.0,0.074,383318.0
Mississippi,2021,7,2021-07-01,2887695.0,30659426.0,0.094,346523.0
Mississippi,2021,8,2021-08-01,1886405.0,21436948.0,0.088,226369.0
Mississippi,2021,9,2021-09-01,8846121.0,54835753.0,0.161,1061535.0
Mississippi,2021,10,2021-10-01,9146353.0,83527015.0,0.11,1097562.0
Mississippi,2021,11,2021-11-01,9520846.0,60582141.0,0.157,1142502.0
Mississippi,2021,12,2021-12-01,3238730.0,56839743.0,0.057,388648.0
Mississippi,2022,1,2022-01-01,6521389.0,66523295.0,0.098,782567.0
Mississippi,2022,2,2022-02-01,1887995.0,40871618.0,0.046,226559.0
Mississippi,2022,3,2022-03-01,3965723.0,47523073.0,0.083,475887.0
Mississippi,2022,4,2022-04-01,4209290.0,35503585.0,0.119,505115.0
Mississippi,2022,5,2022-05-01,4006359.0,29233786.0,0.137,480763.0
Mississippi,2022,6,2022-06-01,2082091.0,25096238.0,0.083,249851.0
Mississippi,2022,7,2022-07-01,2527212.0,18296341.0,0.138,303265.0
Mississippi,2022,8,2022-08-01,2687465.0,21234898.0,0.127,322496.0
Mississippi,2022,9,2022-09-01,8779943.0,43139311.0,0.204,1053593.0
Mississippi,2022,10,2022-10-01,7687183.0,56199189.0,0.137,922462.0
Mississippi,2022,11,2022-11-01,5087585.0,73605361.0,0.069,610510.0
Mississippi,2022,12,2022-12-01,11297381.0,74358933.0,0.152,1355686.0
Mississippi,2023,1,2023-01-01,5117380.0,57223251.0,0.089,614086.0
Mississippi,2023,2,2023-02-01,3143541.0,39807504.0,0.079,377225.0
Mississippi,2023,3,2023-03-01,4953171.0,46689392.0,0.106,594381.0
Mississippi,2023,4,2023-04-01,4347138.0,31805004.0,0.137,521657.0
Mississippi,2023,5,2023-05-01,3180953.0,26761691.0,0.119,381714.0
Mississippi,2023,6,2023-06-01,1848676.0,20414902.0,0.091,221841.0
Mississippi,2023,7,2023-07-01,2463671.0,17728739.0,0.139,295641.0
Mississippi,2023,8,2023-08-01,2691244.0,21392231.0,0.126,322949.0
Mississippi,2023,9,2023-09-01,8144028.0,51647915.0,0.158,977283.0
Mississippi,2023,10,2023-10-01,7344506.0,49503679.0,0.148,881341.0
Mississippi,2023,11,2023-11-01,3103061.0,62412735.0,0.05,372367.0
Mississippi,2023,12,2023-12-01,4886771.0,48888089.0,0.1,586413.0
Mississippi,2024,1,2024-01-01,5117380.0,57223251.0,0.089,614086.0
Mississippi,2024,2,2024-02-01,2297096.0,31374402.0,0.073,275652.0
Mississippi,2024,3,2024-03-01,3362903.0,44536548.0,0.076,403548.0
Mississippi,2024,4,2024-04-01,3123104.0,34259933.0,0.091,374772.0
Mississippi,2024,5,2024-05-01,2058986.0,27005663.0,0.076,247078.0
Mississippi,2024,6,2024-06-01,1942407.0,19373328.0,0.1,233089.0
Mississippi,2024,7,2024-07-01,1876206.0,13919354.0,0.135,225145.0
Mississippi,2024,8,2024-08-01,3184653.0,22634557.0,0.141,382158.0
Mississippi,2024,9,2024-09-01,7043852.0,51767998.0,0.136,845262.0
Montana,2020,3,2020-03-01,3130.0,8051.0,0.389,1395.0
Montana,2020,4,2020-04-01,-289.0,434.0,-0.666,-199.0
Montana,2020,5,2020-05-01,30502.0,113283.0,0.269,11504.0
Montana,2020,6,2020-06-01,68714.0,346600.0,0.198,20433.0
Montana,2020,7,2020-07-01,170766.0,1554924.0,0.11,9164.0
Montana,2020,8,2020-08-01,240986.0,2606465.0,0.092,-11797.0
Montana,2020,9,2020-09-01,303394.0,2452736.0,0.124,34872.0
Montana,2020,10,2020-10-01,491142.0,2935271.0,0.167,118569.0
Montana,2020,11,2020-11-01,465183.0,3184529.0,0.146,88038.0
Montana,2020,12,2020-12-01,594935.0,5568187.0,0.107,22870.0
Montana,2021,1,2021-01-01,486975.0,5142569.0,0.095,-16369.0
Montana,2021,2,2021-02-01,309201.0,3863473.0,0.08,-46288.0
Montana,2021,3,2021-03-01,652401.0,4411507.0,0.148,126750.0
Montana,2021,4,2021-04-01,501413.0,3253865.0,0.154,105616.0
Montana,2021,5,2021-05-01,496740.0,3981680.0,0.125,59143.0
Montana,2021,6,2021-06-01,385441.0,3700999.0,0.104,9205.0
Montana,2021,7,2021-07-01,446624.0,2629806.0,0.17,110186.0
Montana,2021,8,2021-08-01,475519.0,3349655.0,0.142,84332.0
Montana,2021,9,2021-09-01,561587.0,3023972.0,0.186,155514.0
Montana,2021,10,2021-10-01,568817.0,4404020.0,0.129,77049.0
Montana,2021,11,2021-11-01,879240.0,4531859.0,0.194,255632.0
Montana,2021,12,2021-12-01,642265.0,4922327.0,0.13,90020.0
Montana,2022,1,2022-01-01,669464.0,5117844.0,0.131,94608.0
Montana,2022,2,2022-02-01,705841.0,3631705.0,0.194,205602.0
Montana,2022,3,2022-03-01,671606.0,3981218.0,0.169,164091.0
Montana,2022,4,2022-04-01,389693.0,3243425.0,0.12,39210.0
Montana,2022,5,2022-05-01,382130.0,3236702.0,0.118,35076.0
Montana,2022,6,2022-06-01,274694.0,2911455.0,0.094,-9871.0
Montana,2022,7,2022-07-01,274000.0,2560000.0,0.107,10800.0
Montana,2022,8,2022-08-01,440591.0,2975100.0,0.148,85849.0
Montana,2022,9,2022-09-01,975542.0,4940321.0,0.197,288906.0
Montana,2022,10,2022-10-01,681222.0,5319627.0,0.128,89556.0
Montana,2022,11,2022-11-01,777488.0,5782523.0,0.134,119541.0
Montana,2022,12,2022-12-01,931178.0,7218595.0,0.129,125591.0
Montana,2023,1,2023-01-01,979495.0,7139581.0,0.137,159322.0
Montana,2023,2,2023-02-01,560668.0,4366807.0,0.128,74392.0
Montana,2023,3,2023-03-01,925542.0,5784045.0,0.16,208283.0
Montana,2023,4,2023-04-01,633005.0,5201964.0,0.122,67685.0
Montana,2023,5,2023-05-01,666686.0,4457829.0,0.15,132542.0
Montana,2023,6,2023-06-01,282263.0,3353974.0,0.084,-31881.0
Montana,2023,7,2023-07-01,560046.0,2587209.0,0.216,180795.0
Montana,2023,8,2023-08-01,337442.0,3221337.0,0.105,9185.0
Montana,2023,9,2023-09-01,676451.0,6204965.0,0.109,33573.0
Montana,2023,10,2023-10-01,1102195.0,6787517.0,0.162,254066.0
Montana,2023,11,2023-11-01,717423.0,6996429.0,0.103,10668.0
Montana,2023,12,2023-12-01,1005395.0,6157163.0,0.163,233807.0
Montana,2024,1,2024-01-01,852106.0,5863499.0,0.145,159454.0
Montana,2024,2,2024-02-01,253229.0,4702532.0,0.054,-130215.0
Montana,2024,3,2024-03-01,500562.0,6588001.0,0.076,-94943.0
Montana,2024,4,2024-04-01,644653.0,5486090.0,0.118,57626.0
Montana,2024,5,2024-05-01,599685.0,4865206.0,0.123,67899.0
Montana,2024,6,2024-06-01,427612.0,3880623.0,0.11,23730.0
Montana,2024,7,2024-07-01,567829.0,2947631.0,0.193,163840.0
Montana,2024,8,2024-08-01,717347.0,3782754.0,0.19,203443.0
Montana,2024,9,2024-09-01,893171.0,6779010.0,0.132,129162.0
Montana,2024,10,2024-10-01,-26939.0,7590963.0,-0.004,-471621.0
Nevada,2018,6,2018-06-01,20172000.0,286282315.0,0.07,1361610.0
Nevada,2018,7,2018-07-01,4061000.0,245109818.0,0.017,274118.0
Nevada,2018,8,2018-08-01,12603000.0,247622046.0,0.051,850703.0
Nevada,2018,9,2018-09-01,56304000.0,571371045.0,0.099,3800520.0
Nevada,2018,10,2018-10-01,29547000.0,528086065.0,0.056,1994423.0
Nevada,2018,11,2018-11-01,27136000.0,580693817.0,0.047,1831680.0
Nevada,2018,12,2018-12-01,44106000.0,562133600.0,0.078,2977155.0
Nevada,2019,1,2019-01-01,14626000.0,496689151.0,0.029,987255.0
Nevada,2019,2,2019-02-01,35816000.0,458498365.0,0.078,2417580.0
Nevada,2019,3,2019-03-01,32523000.0,597045387.0,0.054,2195303.0
Nevada,2019,4,2019-04-01,21656000.0,328025447.0,0.066,1461780.0
Nevada,2019,5,2019-05-01,11267000.0,317511432.0,0.035,760523.0
Nevada,2019,6,2019-06-01,16588000.0,322050433.0,0.052,1119690.0
Nevada,2019,7,2019-07-01,10534000.0,235961371.0,0.045,711045.0
Nevada,2019,8,2019-08-01,18733000.0,287811624.0,0.065,1264478.0
Nevada,2019,9,2019-09-01,52069000.0,546193707.0,0.095,3514658.0
Nevada,2019,10,2019-10-01,47886000.0,543922446.0,0.088,3232305.0
Nevada,2019,11,2019-11-01,31012000.0,614070720.0,0.051,2093310.0
Nevada,2019,12,2019-12-01,36327000.0,571142557.0,0.064,2452073.0
Nevada,2020,1,2020-01-01,20152000.0,502279982.0,0.04,1360260.0
Nevada,2020,2,2020-02-01,38064000.0,491705606.0,0.077,2569320.0
Nevada,2020,3,2020-03-01,1455000.0,141108201.0,0.01,98213.0
Nevada,2020,4,2020-04-01,1334500.0,28131869.0,0.047,90079.0
Nevada,2020,5,2020-05-01,1334500.0,28131869.0,0.047,90079.0
Nevada,2020,6,2020-06-01,-483000.0,78152387.0,-0.006,-32602.0
Nevada,2020,7,2020-07-01,6295000.0,163552030.0,0.038,424913.0
Nevada,2020,8,2020-08-01,16985000.0,474948414.0,0.036,1146488.0
Nevada,2020,9,2020-09-01,32895000.0,575144025.0,0.057,2220413.0
Nevada,2020,10,2020-10-01,42388000.0,659899331.0,0.064,2861190.0
Nevada,2020,11,2020-11-01,61807000.0,609376849.0,0.101,4171973.0
Nevada,2020,12,2020-12-01,40573000.0,587056304.0,0.069,2738678.0
Nevada,2021,1,2021-01-01,52381000.0,646491632.0,0.081,3535718.0
Nevada,2021,2,2021-02-01,31846000.0,554058173.0,0.057,2149605.0
Nevada,2021,3,2021-03-01,39346000.0,640984932.0,0.061,2655855.0
Nevada,2021,4,2021-04-01,27210000.0,458251710.0,0.059,1836675.0
Nevada,2021,5,2021-05-01,27079000.0,477191062.0,0.057,1827833.0
Nevada,2021,6,2021-06-01,29186000.0,545367518.0,0.054,1970055.0
Nevada,2021,7,2021-07-01,33278000.0,409659756.0,0.081,2246265.0
Nevada,2021,8,2021-08-01,14342000.0,427425369.0,0.034,968085.0
Nevada,2021,9,2021-09-01,54205000.0,786508562.0,0.069,3658838.0
Nevada,2021,10,2021-10-01,48312000.0,1100712575.0,0.044,3261060.0
Nevada,2021,11,2021-11-01,71971000.0,1086010454.0,0.066,4858043.0
Nevada,2021,12,2021-12-01,15960000.0,1014986618.0,0.016,1077300.0
Nevada,2022,1,2022-01-01,49997000.0,1034818801.0,0.048,3374798.0
Nevada,2022,2,2022-02-01,30920000.0,780768853.0,0.04,2087100.0
Nevada,2022,3,2022-03-01,36926000.0,863283921.0,0.043,2492505.0
Nevada,2022,4,2022-04-01,25368000.0,582529725.0,0.044,1712340.0
Nevada,2022,5,2022-05-01,26999000.0,562000848.0,0.048,1822433.0
Nevada,2022,6,2022-06-01,23835000.0,490558644.0,0.049,1608863.0
Nevada,2022,7,2022-07-01,18591000.0,419372311.0,0.044,1254893.0
Nevada,2022,8,2022-08-01,16072000.0,408935554.0,0.039,1084860.0
Nevada,2022,9,2022-09-01,70629000.0,760891578.0,0.093,4767458.0
Nevada,2022,10,2022-10-01,56859000.0,920931244.0,0.062,3837983.0
Nevada,2022,11,2022-11-01,37671000.0,929046456.0,0.041,2542793.0
Nevada,2022,12,2022-12-01,55204000.0,880380248.0,0.063,3726270.0
Nevada,2023,1,2023-01-01,50440000.0,935792553.0,0.054,3404700.0
Nevada,2023,2,2023-02-01,41277000.0,659079542.0,0.063,2786198.0
Nevada,2023,3,2023-03-01,43851000.0,829842964.0,0.053,2959943.0
Nevada,2023,4,2023-04-01,32415000.0,598010327.0,0.054,2188013.0
Nevada,2023,5,2023-05-01,30064000.0,527205770.0,0.057,2029320.0
Nevada,2023,6,2023-06-01,9503000.0,479039381.0,0.02,641453.0
Nevada,2023,7,2023-07-01,25256000.0,408261712.0,0.062,1704780.0
Nevada,2023,8,2023-08-01,18101000.0,431597004.0,0.042,1221818.0
Nevada,2023,9,2023-09-01,62297000.0,811353568.0,0.077,4205048.0
Nevada,2023,10,2023-10-01,68111000.0,815650207.0,0.084,4597493.0
Nevada,2023,11,2023-11-01,40992000.0,921619677.0,0.044,2766960.0
Nevada,2023,12,2023-12-01,59090000.0,843985180.0,0.07,3988575.0
Nevada,2024,1,2024-01-01,64739000.0,782980978.0,0.083,4369883.0
Nevada,2024,2,2024-02-01,47910000.0,712628161.0,0.067,3233925.0
Nevada,2024,3,2024-03-01,29762000.0,784568642.0,0.038,2008935.0
Nevada,2024,4,2024-04-01,30792000.0,569327626.0,0.054,2078460.0
Nevada,2024,5,2024-05-01,36027000.0,515290019.0,0.07,2431823.0
Nevada,2024,6,2024-06-01,29809000.0,481245342.0,0.062,2012108.0
Nevada,2024,7,2024-07-01,25787000.0,376042234.0,0.069,1740623.0
Nevada,2024,8,2024-08-01,25025000.0,455229623.0,0.055,1689188.0
Nevada,2024,9,2024-09-01,80856000.0,764493654.0,0.106,5457780.0
New Hampshire,2019,12,2019-12-01,44759.0,360726.0,0.124,19403.0
New Hampshire,2020,1,2020-01-01,1643793.0,16834974.0,0.098,719909.0
New Hampshire,2020,2,2020-02-01,1359395.0,22130928.0,0.061,598884.0
New Hampshire,2020,3,2020-03-01,818605.0,8768769.0,0.093,393834.0
New Hampshire,2020,4,2020-04-01,262393.0,3774668.0,0.07,126090.0
New Hampshire,2020,5,2020-05-01,424947.0,7180450.0,0.059,187743.0
New Hampshire,2020,6,2020-06-01,691103.0,8138772.0,0.085,319833.0
New Hampshire,2020,7,2020-07-01,1268688.0,11623208.0,0.109,602156.0
New Hampshire,2020,8,2020-08-01,1367516.0,27496050.0,0.05,607909.0
New Hampshire,2020,9,2020-09-01,2290364.0,41373620.0,0.055,990884.0
New Hampshire,2020,10,2020-10-01,4203875.0,47055486.0,0.089,2001597.0
New Hampshire,2020,11,2020-11-01,4770459.0,46523447.0,0.103,2323843.0
New Hampshire,2020,12,2020-12-01,4537653.0,51649897.0,0.088,2137406.0
New Hampshire,2021,1,2021-01-01,4197029.0,59795433.0,0.07,1886506.0
New Hampshire,2021,2,2021-02-01,1787930.0,50995349.0,0.035,769387.0
New Hampshire,2021,3,2021-03-01,4254732.0,55800096.0,0.076,1925260.0
New Hampshire,2021,4,2021-04-01,3302340.0,46700713.0,0.071,1480847.0
New Hampshire,2021,5,2021-05-01,3115230.0,42367380.0,0.074,1433622.0
New Hampshire,2021,6,2021-06-01,3869773.0,39268179.0,0.099,1797118.0
New Hampshire,2021,7,2021-07-01,3062545.0,36724166.0,0.083,1468578.0
New Hampshire,2021,8,2021-08-01,1594235.0,36319740.0,0.044,723016.0
New Hampshire,2021,9,2021-09-01,4420924.0,68123241.0,0.065,1887441.0
New Hampshire,2021,10,2021-10-01,5409196.0,98191306.0,0.055,2560651.0
New Hampshire,2021,11,2021-11-01,6172580.0,83168805.0,0.074,2926238.0
New Hampshire,2021,12,2021-12-01,2641046.0,86444639.0,0.031,1140937.0
New Hampshire,2022,1,2022-01-01,8029427.0,99540825.0,0.081,3875782.0
New Hampshire,2022,2,2022-02-01,1019098.0,70866282.0,0.014,458353.0
New Hampshire,2022,3,2022-03-01,5283248.0,78811441.0,0.067,2506863.0
New Hampshire,2022,4,2022-04-01,3436446.0,73149079.0,0.047,1514431.0
New Hampshire,2022,5,2022-05-01,5720931.0,76199157.0,0.075,2637599.0
New Hampshire,2022,6,2022-06-01,4819197.0,53567757.0,0.09,2216742.0
New Hampshire,2022,7,2022-07-01,4476145.0,42653152.0,0.105,2115043.0
New Hampshire,2022,8,2022-08-01,4199240.0,43372007.0,0.097,1927109.0
New Hampshire,2022,9,2022-09-01,7358206.0,78237751.0,0.094,3249389.0
New Hampshire,2022,10,2022-10-01,9078684.0,91345018.0,0.099,4482595.0
New Hampshire,2022,11,2022-11-01,4963601.0,93090530.0,0.053,2176120.0
New Hampshire,2022,12,2022-12-01,8330161.0,90894581.0,0.092,3809372.0
New Hampshire,2023,1,2023-01-01,12564448.0,97163182.0,0.129,5715688.0
New Hampshire,2023,2,2023-02-01,7112918.0,86999460.0,0.082,3238963.0
New Hampshire,2023,3,2023-03-01,4828031.0,103390747.0,0.047,2126879.0
New Hampshire,2023,4,2023-04-01,6670481.0,65083883.0,0.102,2997574.0
New Hampshire,2023,5,2023-05-01,7042469.0,52137614.0,0.135,3078160.0
New Hampshire,2023,6,2023-06-01,4372429.0,39307739.0,0.111,1944484.0
New Hampshire,2023,7,2023-07-01,3511866.0,36929342.0,0.095,1551250.0
New Hampshire,2023,8,2023-08-01,3344211.0,38765940.0,0.086,1454175.0
New Hampshire,2023,9,2023-09-01,6178362.0,66848811.0,0.092,2687999.0
New Hampshire,2023,10,2023-10-01,8781951.0,77838540.0,0.113,3806755.0
New Hampshire,2023,11,2023-11-01,8228924.0,78491464.0,0.105,3593339.0
New Hampshire,2023,12,2023-12-01,7652564.0,78750681.0,0.097,3377024.0
New Hampshire,2024,1,2024-01-01,9820633.0,73301559.0,0.134,4452042.0
New Hampshire,2024,2,2024-02-01,6585297.0,62274731.0,0.106,2864800.0
New Hampshire,2024,3,2024-03-01,5585067.0,72597059.0,0.077,2431041.0
New Hampshire,2024,4,2024-04-01,5331763.0,59854282.0,0.089,2306465.0
New Hampshire,2024,5,2024-05-01,6516847.0,58030362.0,0.112,2835815.0
New Hampshire,2024,6,2024-06-01,5277087.0,49390844.0,0.107,2294205.0
New Hampshire,2024,7,2024-07-01,3530238.0,48323804.0,0.073,1533618.0
New Hampshire,2024,8,2024-08-01,3382540.0,49374544.0,0.069,1705782.0
New Hampshire,2024,9,2024-09-01,9259141.0,72763323.0,0.127,3998068.0
New Hampshire,2024,10,2024-10-01,5867086.0,79350927.0,0.074,2550018.0
New Jersey,2018,6,2018-06-01,3458668.0,16409619.0,0.211,337078.0
New Jersey,2018,7,2018-07-01,3845879.0,40682237.0,0.095,377015.0
New Jersey,2018,8,2018-08-01,9197827.0,95634048.0,0.096,1038072.0
New Jersey,2018,9,2018-09-01,23775812.0,183948404.0,0.129,2883518.0
New Jersey,2018,10,2018-10-01,11686117.0,260711301.0,0.045,1536283.0
New Jersey,2018,11,2018-11-01,21243867.0,330748563.0,0.064,2743339.0
New Jersey,2018,12,2018-12-01,20814223.0,319173548.0,0.065,2685956.0
New Jersey,2019,1,2019-01-01,18777582.0,385279662.0,0.049,2530315.0
New Jersey,2019,2,2019-02-01,12732738.0,320368087.0,0.04,1981251.0
New Jersey,2019,3,2019-03-01,31669387.0,372451342.0,0.085,4020740.0
New Jersey,2019,4,2019-04-01,21215748.0,313719562.0,0.068,2826247.0
New Jersey,2019,5,2019-05-01,15536384.0,318940677.0,0.049,2137480.0
New Jersey,2019,6,2019-06-01,9701926.0,273222975.0,0.036,1254851.0
New Jersey,2019,7,2019-07-01,17884790.0,251371272.0,0.071,2364941.0
New Jersey,2019,8,2019-08-01,25210342.0,293594862.0,0.086,3316918.0
New Jersey,2019,9,2019-09-01,37955171.0,445563503.0,0.085,5028107.0
New Jersey,2019,10,2019-10-01,46393537.0,487924504.0,0.095,6241133.0
New Jersey,2019,11,2019-11-01,32895546.0,562675543.0,0.058,4457889.0
New Jersey,2019,12,2019-12-01,29424884.0,557786161.0,0.053,4108749.0
New Jersey,2020,1,2020-01-01,53561626.0,540113452.0,0.099,7261470.0
New Jersey,2020,2,2020-02-01,17000928.0,494814107.0,0.034,2461238.0
New Jersey,2020,3,2020-03-01,13181101.0,181908529.0,0.072,1897069.0
New Jersey,2020,4,2020-04-01,2634050.0,54593092.0,0.048,390347.0
New Jersey,2020,5,2020-05-01,9912062.0,117821281.0,0.084,1427101.0
New Jersey,2020,6,2020-06-01,12639282.0,165014553.0,0.077,1811121.0
New Jersey,2020,7,2020-07-01,29551986.0,315118805.0,0.094,4041649.0
New Jersey,2020,8,2020-08-01,39507182.0,667979150.0,0.059,5413671.0
New Jersey,2020,9,2020-09-01,45127763.0,748037246.0,0.06,6169023.0
New Jersey,2020,10,2020-10-01,58403209.0,801196298.0,0.073,8166439.0
New Jersey,2020,11,2020-11-01,50410546.0,930367718.0,0.054,6851928.0
New Jersey,2020,12,2020-12-01,66301567.0,995567756.0,0.067,9091303.0
New Jersey,2021,1,2021-01-01,82209293.0,957353407.0,0.086,11341542.0
New Jersey,2021,2,2021-02-01,46222846.0,742849328.0,0.062,6367031.0
New Jersey,2021,3,2021-03-01,60624773.0,857732524.0,0.071,8495171.0
New Jersey,2021,4,2021-04-01,54711189.0,746810150.0,0.073,7452186.0
New Jersey,2021,5,2021-05-01,52826372.0,813517681.0,0.065,7405859.0
New Jersey,2021,6,2021-06-01,71134768.0,765665331.0,0.093,9620806.0
New Jersey,2021,7,2021-07-01,54800465.0,576917625.0,0.095,7591288.0
New Jersey,2021,8,2021-08-01,52023081.0,664675859.0,0.078,7329603.0
New Jersey,2021,9,2021-09-01,82280645.0,1011114311.0,0.081,11212782.0
New Jersey,2021,10,2021-10-01,84311810.0,1303198342.0,0.065,11661062.0
New Jersey,2021,11,2021-11-01,114788726.0,1258189436.0,0.091,16038097.0
New Jersey,2021,12,2021-12-01,59047673.0,1229561891.0,0.048,8221034.0
New Jersey,2022,1,2022-01-01,60195902.0,1348860083.0,0.045,8774160.0
New Jersey,2022,2,2022-02-01,30873369.0,985568313.0,0.031,4678782.0
New Jersey,2022,3,2022-03-01,66404370.0,1120904954.0,0.059,9068529.0
New Jersey,2022,4,2022-04-01,50345808.0,926946780.0,0.054,7055550.0
New Jersey,2022,5,2022-05-01,61594016.0,766412352.0,0.08,8773059.0
New Jersey,2022,6,2022-06-01,39245213.0,633184861.0,0.062,5404026.0
New Jersey,2022,7,2022-07-01,45007343.0,531888333.0,0.085,6386976.0
New Jersey,2022,8,2022-08-01,65272385.0,546774395.0,0.119,9138137.0
New Jersey,2022,9,2022-09-01,97981122.0,866719412.0,0.113,13352085.0
New Jersey,2022,10,2022-10-01,77907041.0,1060154535.0,0.073,10853450.0
New Jersey,2022,11,2022-11-01,80426931.0,1101622966.0,0.073,11497129.0
New Jersey,2022,12,2022-12-01,87701471.0,1055556994.0,0.083,12444016.0
New Jersey,2023,1,2023-01-01,72330439.0,1082233033.0,0.067,10345867.0
New Jersey,2023,2,2023-02-01,54621220.0,847405611.0,0.064,7808167.0
New Jersey,2023,3,2023-03-01,93039999.0,1025779225.0,0.091,13083369.0
New Jersey,2023,4,2023-04-01,72304036.0,833980925.0,0.087,10118510.0
New Jersey,2023,5,2023-05-01,82165404.0,778854263.0,0.105,11496202.0
New Jersey,2023,6,2023-06-01,66356838.0,591081897.0,0.112,9218174.0
New Jersey,2023,7,2023-07-01,61013433.0,587019749.0,0.104,8467678.0
New Jersey,2023,8,2023-08-01,96041019.0,725849450.0,0.132,13546446.0
New Jersey,2023,9,2023-09-01,111145385.0,1299016274.0,0.086,15658931.0
New Jersey,2023,10,2023-10-01,92258295.0,1293468722.0,0.071,12951849.0
New Jersey,2023,11,2023-11-01,95889050.0,1623072184.0,0.059,13508016.0
New Jersey,2023,12,2023-12-01,109516484.0,1284558956.0,0.085,15314259.0
New Jersey,2024,1,2024-01-01,170758334.0,1719170088.0,0.099,24161228.0
New Jersey,2024,2,2024-02-01,67564386.0,1081171835.0,0.062,9539850.0
New Jersey,2024,3,2024-03-01,89687971.0,1329010828.0,0.067,12600303.0
New Jersey,2024,4,2024-04-01,106227937.0,1044283588.0,0.102,15124636.0
New Jersey,2024,5,2024-05-01,78750983.0,838946057.0,0.094,11354892.0
New Jersey,2024,6,2024-06-01,60066927.0,748417965.0,0.08,8572940.0
New Jersey,2024,7,2024-07-01,80027220.0,652275524.0,0.123,11324107.0
New Jersey,2024,8,2024-08-01,62726713.0,698839707.0,0.09,8839082.0
New Jersey,2024,9,2024-09-01,119556334.0,1089701413.0,0.11,16681410.0
New Jersey,2024,10,2024-10-01,77463400.0,1131684366.0,0.068,10970343.0
New York,2019,7,2019-07-01,349468.0,1365470.0,0.256,34947.0
New York,2019,8,2019-08-01,828152.0,4647958.0,0.178,82815.0
New York,2019,9,2019-09-01,2283864.0,13060944.0,0.175,228386.0
New York,2019,10,2019-10-01,2233227.0,14852615.0,0.15,223323.0
New York,2019,11,2019-11-01,1308295.0,17161294.0,0.076,130830.0
New York,2019,12,2019-12-01,780417.0,16872506.0,0.046,78042.0
New York,2020,1,2020-01-01,1943351.0,17169303.0,0.113,194335.0
New York,2020,2,2020-02-01,-179592.0,12872999.0,-0.014,-17959.0
New York,2020,3,2020-03-01,99514.0,4186276.0,0.024,9951.0
New York,2020,4,2020-04-01,,,,
New York,2020,5,2020-05-01,,,,
New York,2020,6,2020-06-01,,,,
New York,2020,7,2020-07-01,,,,
New York,2020,8,2020-08-01,,,,
New York,2020,9,2020-09-01,1403544.0,10092604.0,0.139,140354.0
New York,2020,10,2020-10-01,2623464.0,18107259.0,0.145,262346.0
