State,Year,Month,Date,Revenue,Handle,Hold,Taxes
New York,2020,11,2020-11-01,2619676.0,17096321.0,0.153,261968.0
New York,2020,12,2020-12-01,2258771.0,18584384.0,0.122,225877.0
New York,2021,1,2021-01-01,3569855.0,20942309.0,0.17,356986.0
New York,2021,2,2021-02-01,1153275.0,14018760.0,0.082,115327.0
New York,2021,3,2021-03-01,1845684.0,16529015.0,0.112,184568.0
New York,2021,4,2021-04-01,1322623.0,13537156.0,0.098,132262.0
New York,2021,5,2021-05-01,1590113.0,14145742.0,0.112,159011.0
New York,2021,6,2021-06-01,1858642.0,14239819.0,0.131,185864.0
New York,2021,7,2021-07-01,1273621.0,9338107.0,0.136,127362.0
New York,2021,8,2021-08-01,1080570.0,9153603.0,0.118,108057.0
New York,2021,9,2021-09-01,3187045.0,17355781.0,0.184,318704.0
New York,2021,10,2021-10-01,1718615.0,25567296.0,0.067,171861.0
New York,2021,11,2021-11-01,3956491.0,21519094.0,0.184,395649.0
New York,2021,12,2021-12-01,764615.0,21129981.0,0.036,76461.0
New York,2022,1,2022-01-01,123810126.0,1686263898.0,0.073,63277984.0
New York,2022,2,2022-02-01,82149599.0,1534078892.0,0.054,41995722.0
New York,2022,3,2022-03-01,114956204.0,1644789691.0,0.07,58351263.0
New York,2022,4,2022-04-01,104535898.0,1396791941.0,0.075,53151656.0
New York,2022,5,2022-05-01,110418075.0,1269862570.0,0.087,56055234.0
New York,2022,6,2022-06-01,72441501.0,1056694011.0,0.069,36936704.0
New York,2022,7,2022-07-01,73880416.0,804966381.0,0.092,37449978.0
New York,2022,8,2022-08-01,100760793.0,877407454.0,0.115,50912979.0
New York,2022,9,2022-09-01,145039867.0,1265553629.0,0.115,73270471.0
New York,2022,10,2022-10-01,146845937.0,1555051006.0,0.094,74403028.0
New York,2022,11,2022-11-01,149244901.0,1564144672.0,0.095,75695441.0
New York,2022,12,2022-12-01,142969451.0,1632469011.0,0.088,72422558.0
New York,2023,1,2023-01-01,149886749.0,1799048366.0,0.083,76253908.0
New York,2023,2,2023-02-01,108470835.0,1474299932.0,0.074,55242679.0
New York,2023,3,2023-03-01,163582116.0,1792885345.0,0.091,83117519.0
New York,2023,4,2023-04-01,139265045.0,1550014914.0,0.09,70842936.0
New York,2023,5,2023-05-01,152643135.0,1363794316.0,0.112,77571580.0
New York,2023,6,2023-06-01,103956640.0,1170989676.0,0.089,51883313.0
New York,2023,7,2023-07-01,105510883.0,966555215.0,0.109,53655339.0
New York,2023,8,2023-08-01,99241793.0,1118163959.0,0.089,50310977.0
New York,2023,9,2023-09-01,166834226.0,1767913849.0,0.094,84563885.0
New York,2023,10,2023-10-01,167327704.0,2017133484.0,0.083,84927344.0
New York,2023,11,2023-11-01,151291345.0,2122331713.0,0.071,76999480.0
New York,2023,12,2023-12-01,189287146.0,2053736710.0,0.092,96131764.0
New York,2024,1,2024-01-01,211706706.0,1965468151.0,0.108,107887645.0
New York,2024,2,2024-02-01,131315621.0,1779072192.0,0.074,67016794.0
New York,2024,3,2024-03-01,152553937.0,1854674065.0,0.082,77451054.0
New York,2024,4,2024-04-01,184032347.0,1969945755.0,0.093,93757818.0
New York,2024,5,2024-05-01,203760343.0,1978317034.0,0.103,103748517.0
New York,2024,6,2024-06-01,134169779.0,1477842947.0,0.091,68328721.0
New York,2024,7,2024-07-01,140856540.0,1265934085.0,0.111,71620801.0
New York,2024,8,2024-08-01,125961724.0,1440577943.0,0.087,63846496.0
New York,2024,9,2024-09-01,206067211.0,2079869074.0,0.099,104538204.0
New York,2024,10,2024-10-01,176354953.0,2329400446.0,0.076,89937732.0
North Carolina,2024,3,2024-03-01,66496213.0,657246516.0,0.101,9974432.0
North Carolina,2024,4,2024-04-01,105251673.0,643653645.0,0.164,15787751.0
North Carolina,2024,5,2024-05-01,63080347.0,521747982.0,0.121,9462052.0
North Carolina,2024,6,2024-06-01,40302263.0,395044526.0,0.102,6045339.0
North Carolina,2024,7,2024-07-01,42226012.0,337612217.0,0.125,7600687.0
North Carolina,2024,8,2024-08-01,33751015.0,367458900.0,0.092,6075183.0
North Carolina,2024,9,2024-09-01,70062819.0,571622319.0,0.123,12611330.0
North Carolina,2024,10,2024-10-01,48659761.0,609304501.0,0.08,8758757.0
Ohio,2023,1,2023-01-01,209588460.0,1090962383.0,0.192,20960774.0
Ohio,2023,2,2023-02-01,80948666.0,635426359.0,0.127,8105312.0
Ohio,2023,3,2023-03-01,94818023.0,732913170.0,0.129,9485427.0
Ohio,2023,4,2023-04-01,63250102.0,515184616.0,0.123,6332871.0
Ohio,2023,5,2023-05-01,57826959.0,441711971.0,0.131,5787967.0
Ohio,2023,6,2023-06-01,32623897.0,357571919.0,0.091,3277310.0
Ohio,2023,7,2023-07-01,37273216.0,328811653.0,0.113,7466419.0
Ohio,2023,8,2023-08-01,40786643.0,375076377.0,0.109,8175341.0
Ohio,2023,9,2023-09-01,81639905.0,686244860.0,0.119,16375764.0
Ohio,2023,10,2023-10-01,80385098.0,742945929.0,0.108,16148132.0
Ohio,2023,11,2023-11-01,67855418.0,861170611.0,0.079,13650718.0
Ohio,2023,12,2023-12-01,87235462.0,826100577.0,0.106,17486186.0
Ohio,2024,1,2024-01-01,113367294.0,806149042.0,0.141,22697038.0
Ohio,2024,2,2024-02-01,66374384.0,666845011.0,0.1,13549429.0
Ohio,2024,3,2024-03-01,63854035.0,803788678.0,0.079,12804401.0
Ohio,2024,4,2024-04-01,74028160.0,668027816.0,0.111,14813313.0
Ohio,2024,5,2024-05-01,67365769.0,606573141.0,0.111,13506810.0
Ohio,2024,6,2024-06-01,51266301.0,525612343.0,0.098,10270112.0
Ohio,2024,7,2024-07-01,55180850.0,471787174.0,0.117,11077799.0
Ohio,2024,8,2024-08-01,48711645.0,543099825.0,0.09,9771850.0
Ohio,2024,9,2024-09-01,105766825.0,858027650.0,0.123,21261333.0
Oregon,2019,10,2019-10-01,220396.0,5605244.0,0.039,110198.0
Oregon,2019,11,2019-11-01,960713.0,17115418.0,0.056,480357.0
Oregon,2019,12,2019-12-01,1743231.0,22551454.0,0.077,871616.0
Oregon,2020,1,2020-01-01,1773805.0,21151594.0,0.084,886903.0
Oregon,2020,2,2020-02-01,1481198.0,20899824.0,0.071,740599.0
Oregon,2020,3,2020-03-01,937750.0,9007678.0,0.104,468875.0
Oregon,2020,4,2020-04-01,392769.0,4430649.0,0.089,196385.0
Oregon,2020,5,2020-05-01,598062.0,7290190.0,0.082,299031.0
Oregon,2020,6,2020-06-01,777904.0,7921865.0,0.098,388952.0
Oregon,2020,7,2020-07-01,1003039.0,14042424.0,0.071,501520.0
Oregon,2020,8,2020-08-01,1662406.0,25845402.0,0.064,831203.0
Oregon,2020,9,2020-09-01,1527244.0,26174305.0,0.058,763622.0
Oregon,2020,10,2020-10-01,2751146.0,29455226.0,0.093,1375573.0
Oregon,2020,11,2020-11-01,4116313.0,25039883.0,0.164,2058157.0
Oregon,2020,12,2020-12-01,3050783.0,26987301.0,0.113,1525392.0
Oregon,2021,1,2021-01-01,3872606.0,34935889.0,0.111,1936303.0
Oregon,2021,2,2021-02-01,2684776.0,29600150.0,0.091,1342388.0
Oregon,2021,3,2021-03-01,1374379.0,24054959.0,0.057,687190.0
Oregon,2021,4,2021-04-01,2729278.0,25323060.0,0.108,1364639.0
Oregon,2021,5,2021-05-01,2350289.0,27780213.0,0.085,1175145.0
Oregon,2021,6,2021-06-01,2841767.0,24903118.0,0.114,1420884.0
Oregon,2021,7,2021-07-01,2173573.0,18189572.0,0.119,1086787.0
Oregon,2021,8,2021-08-01,1063136.0,17686201.0,0.06,531568.0
Oregon,2021,9,2021-09-01,1259745.0,25070340.0,0.05,629873.0
Oregon,2021,10,2021-10-01,3022299.0,37639043.0,0.08,1511150.0
Oregon,2021,11,2021-11-01,4428659.0,32673216.0,0.136,2214330.0
Oregon,2021,12,2021-12-01,2597501.0,33743753.0,0.077,1298751.0
Oregon,2022,1,2022-01-01,2389280.0,42899736.0,0.056,1194640.0
Oregon,2022,2,2022-02-01,3335165.0,39458431.0,0.085,1667583.0
Oregon,2022,3,2022-03-01,3620610.0,36208012.0,0.1,1810305.0
Oregon,2022,4,2022-04-01,3824163.0,42936414.0,0.089,1912082.0
Oregon,2022,5,2022-05-01,5034037.0,41708882.0,0.121,2517019.0
Oregon,2022,6,2022-06-01,2548191.0,33966897.0,0.075,1274096.0
Oregon,2022,7,2022-07-01,2700257.0,28453425.0,0.095,1350129.0
Oregon,2022,8,2022-08-01,2707041.0,28196192.0,0.096,1353521.0
Oregon,2022,9,2022-09-01,5465182.0,39292036.0,0.139,2732591.0
Oregon,2022,10,2022-10-01,5783451.0,55555465.0,0.104,2891726.0
Oregon,2022,11,2022-11-01,6418578.0,55503997.0,0.116,3209289.0
Oregon,2022,12,2022-12-01,5693398.0,53806188.0,0.106,2846699.0
Oregon,2023,1,2023-01-01,7546964.0,62328292.0,0.121,3773482.0
Oregon,2023,2,2023-02-01,4261284.0,48425409.0,0.088,2130642.0
Oregon,2023,3,2023-03-01,6088343.0,50456710.0,0.121,3044172.0
Oregon,2023,4,2023-04-01,7051979.0,55167184.0,0.128,3525990.0
Oregon,2023,5,2023-05-01,6462472.0,52122284.0,0.124,3231236.0
Oregon,2023,6,2023-06-01,4336367.0,43861201.0,0.099,2168184.0
Oregon,2023,7,2023-07-01,4150626.0,40428203.0,0.103,2075313.0
Oregon,2023,8,2023-08-01,3507635.0,44542070.0,0.079,1753818.0
Oregon,2023,9,2023-09-01,6720396.0,61354332.0,0.11,3360198.0
Oregon,2023,10,2023-10-01,8545271.0,71903468.0,0.119,4272636.0
Oregon,2023,11,2023-11-01,7292146.0,71231497.0,0.102,3646073.0
Oregon,2023,12,2023-12-01,9766102.0,74112183.0,0.132,4883051.0
Oregon,2024,1,2024-01-01,9898882.0,69889711.0,0.142,4949441.0
Oregon,2024,2,2024-02-01,7786241.0,67902925.0,0.115,3893121.0
Oregon,2024,3,2024-03-01,7298922.0,69398182.0,0.105,3649461.0
Oregon,2024,4,2024-04-01,7370254.0,72297347.0,0.102,3685127.0
Oregon,2024,5,2024-05-01,8856797.0,76231393.0,0.116,4428399.0
Oregon,2024,6,2024-06-01,7216231.0,64745093.0,0.111,3608116.0
Oregon,2024,7,2024-07-01,6082761.0,53280681.0,0.114,3041381.0
Oregon,2024,8,2024-08-01,5068500.0,56210589.0,0.09,2534250.0
Oregon,2024,9,2024-09-01,11423213.0,75431509.0,0.151,5711607.0
Oregon,2024,10,2024-10-01,5748697.0,81735395.0,0.07,2874349.0
Pennsylvania,2018,11,2018-11-01,508997.0,1414587.0,0.36,183239.0
Pennsylvania,2018,12,2018-12-01,2007592.0,16173090.0,0.124,722733.0
Pennsylvania,2019,1,2019-01-01,2607215.0,32011839.0,0.081,938597.0
Pennsylvania,2019,2,2019-02-01,1946817.0,31500742.0,0.062,700854.0
Pennsylvania,2019,3,2019-03-01,5519340.0,44527575.0,0.124,1986962.0
Pennsylvania,2019,4,2019-04-01,4221482.0,36769145.0,0.115,1519734.0
Pennsylvania,2019,5,2019-05-01,2861852.0,35934215.0,0.08,1030267.0
Pennsylvania,2019,6,2019-06-01,3126380.0,46334244.0,0.067,740455.0
Pennsylvania,2019,7,2019-07-01,5074431.0,59331959.0,0.086,1026769.0
Pennsylvania,2019,8,2019-08-01,9887738.0,109038051.0,0.091,2201406.0
Pennsylvania,2019,9,2019-09-01,19334816.0,194504622.0,0.099,5359994.0
Pennsylvania,2019,10,2019-10-01,19116777.0,241186066.0,0.079,5381370.0
Pennsylvania,2019,11,2019-11-01,20570772.0,316468264.0,0.065,5299447.0
Pennsylvania,2019,12,2019-12-01,17459091.0,342560389.0,0.051,4094813.0
Pennsylvania,2020,1,2020-01-01,31580803.0,348381708.0,0.091,8222829.0
Pennsylvania,2020,2,2020-02-01,11432097.0,329765782.0,0.035,1700011.0
Pennsylvania,2020,3,2020-03-01,8606120.0,131330059.0,0.066,2480132.0
Pennsylvania,2020,4,2020-04-01,3202680.0,46015988.0,0.07,1038049.0
Pennsylvania,2020,5,2020-05-01,5918697.0,77510033.0,0.076,1738436.0
Pennsylvania,2020,6,2020-06-01,7959790.0,89002562.0,0.089,2397657.0
Pennsylvania,2020,7,2020-07-01,13651865.0,164782229.0,0.083,2933093.0
Pennsylvania,2020,8,2020-08-01,27593677.0,364985422.0,0.076,6578667.0
Pennsylvania,2020,9,2020-09-01,18278779.0,462787392.0,0.039,2257158.0
Pennsylvania,2020,10,2020-10-01,47834647.0,525802524.0,0.091,13239693.0
Pennsylvania,2020,11,2020-11-01,48500443.0,491910713.0,0.099,13446089.0
Pennsylvania,2020,12,2020-12-01,45344348.0,548590065.0,0.083,12261434.0
Pennsylvania,2021,1,2021-01-01,49305268.0,615294827.0,0.08,12229342.0
Pennsylvania,2021,2,2021-02-01,33171120.0,509547820.0,0.065,5896731.0
Pennsylvania,2021,3,2021-03-01,41029269.0,560259181.0,0.073,10566844.0
Pennsylvania,2021,4,2021-04-01,36033727.0,479411021.0,0.075,9466734.0
Pennsylvania,2021,5,2021-05-01,37419313.0,447465027.0,0.084,9988734.0
Pennsylvania,2021,6,2021-06-01,42495332.0,420193377.0,0.101,12321187.0
Pennsylvania,2021,7,2021-07-01,27482519.0,304415503.0,0.09,7148225.0
Pennsylvania,2021,8,2021-08-01,25315958.0,348520369.0,0.073,6482608.0
Pennsylvania,2021,9,2021-09-01,48113670.0,578760746.0,0.083,10171364.0
Pennsylvania,2021,10,2021-10-01,42282405.0,776277954.0,0.054,8471814.0
Pennsylvania,2021,11,2021-11-01,84921693.0,761574597.0,0.112,22920716.0
Pennsylvania,2021,12,2021-12-01,37953474.0,750388696.0,0.051,6774396.0
Pennsylvania,2022,1,2022-01-01,53403655.0,793722787.0,0.067,11581175.0
Pennsylvania,2022,2,2022-02-01,22160553.0,597064049.0,0.037,-159425.0
Pennsylvania,2022,3,2022-03-01,48512264.0,714976578.0,0.068,10944209.0
Pennsylvania,2022,4,2022-04-01,49083331.0,572817741.0,0.086,12120141.0
Pennsylvania,2022,5,2022-05-01,47828553.0,493350519.0,0.097,12603546.0
Pennsylvania,2022,6,2022-06-01,22889554.0,393494222.0,0.058,4597039.0
Pennsylvania,2022,7,2022-07-01,33226517.0,336507932.0,0.099,9160020.0
Pennsylvania,2022,8,2022-08-01,42185145.0,363046972.0,0.116,12223188.0
Pennsylvania,2022,9,2022-09-01,75319093.0,645242681.0,0.117,18078109.0
Pennsylvania,2022,10,2022-10-01,61519576.0,797124732.0,0.077,14585047.0
Pennsylvania,2022,11,2022-11-01,69997949.0,789230672.0,0.089,19037133.0
Pennsylvania,2022,12,2022-12-01,71238770.0,754849873.0,0.094,19664738.0
Pennsylvania,2023,1,2023-01-01,57983054.0,772293543.0,0.075,14130499.0
Pennsylvania,2023,2,2023-02-01,62220957.0,599574795.0,0.104,15565188.0
Pennsylvania,2023,3,2023-03-01,66472109.0,723567880.0,0.092,18234574.0
Pennsylvania,2023,4,2023-04-01,51791466.0,572172929.0,0.091,13334805.0
Pennsylvania,2023,5,2023-05-01,57534901.0,495606075.0,0.116,14798069.0
Pennsylvania,2023,6,2023-06-01,33868719.0,373197330.0,0.091,8302345.0
Pennsylvania,2023,7,2023-07-01,39413145.0,338469149.0,0.116,11554768.0
Pennsylvania,2023,8,2023-08-01,30623078.0,393027699.0,0.078,7932535.0
Pennsylvania,2023,9,2023-09-01,66117904.0,726314855.0,0.091,13190909.0
Pennsylvania,2023,10,2023-10-01,73645815.0,829069257.0,0.089,17339283.0
Pennsylvania,2023,11,2023-11-01,49162024.0,934179622.0,0.053,4643308.0
Pennsylvania,2023,12,2023-12-01,98111216.0,925626447.0,0.106,26107175.0
Pennsylvania,2024,1,2024-01-01,97681399.0,858152503.0,0.114,25172653.0
Pennsylvania,2024,2,2024-02-01,50425678.0,661740812.0,0.076,10890946.0
Pennsylvania,2024,3,2024-03-01,63715603.0,800718332.0,0.08,16409365.0
Pennsylvania,2024,4,2024-04-01,59050708.0,646061065.0,0.091,15268504.0
Pennsylvania,2024,5,2024-05-01,61680936.0,591912627.0,0.104,15916627.0
Pennsylvania,2024,6,2024-06-01,42998076.0,464534792.0,0.093,10761524.0
Pennsylvania,2024,7,2024-07-01,52727378.0,414673804.0,0.127,13883648.0
Pennsylvania,2024,8,2024-08-01,45435752.0,485289137.0,0.094,10800927.0
Pennsylvania,2024,9,2024-09-01,95815550.0,811283985.0,0.118,19271526.0
Rhode Island,2018,11,2018-11-01,72997.0,682714.0,0.107,37228.0
Rhode Island,2018,12,2018-12-01,957913.0,13087999.0,0.073,488536.0
Rhode Island,2019,1,2019-01-01,159978.0,19051125.0,0.008,81589.0
Rhode Island,2019,2,2019-02-01,-890623.0,20686618.0,-0.043,-454218.0
Rhode Island,2019,3,2019-03-01,1548230.0,23582716.0,0.066,789597.0
Rhode Island,2019,4,2019-04-01,1970110.0,16859818.0,0.117,1004756.0
Rhode Island,2019,5,2019-05-01,899165.0,18900152.0,0.048,458574.0
Rhode Island,2019,6,2019-06-01,2149999.0,14736667.0,0.146,1096499.0
Rhode Island,2019,7,2019-07-01,827579.0,8321947.0,0.099,422065.0
Rhode Island,2019,8,2019-08-01,851788.0,10060066.0,0.085,434412.0
Rhode Island,2019,9,2019-09-01,2516059.0,22195789.0,0.113,1283190.0
Rhode Island,2019,10,2019-10-01,2457137.0,28281025.0,0.087,1253140.0
Rhode Island,2019,11,2019-11-01,2745517.0,31465062.0,0.087,1400214.0
Rhode Island,2019,12,2019-12-01,2571755.0,31670511.0,0.081,1311595.0
Rhode Island,2020,1,2020-01-01,3279241.0,26939692.0,0.122,1672413.0
Rhode Island,2020,2,2020-02-01,2323432.0,28147862.0,0.083,1184950.0
Rhode Island,2020,3,2020-03-01,841767.0,8949157.0,0.094,429301.0
Rhode Island,2020,4,2020-04-01,27381.0,591377.0,0.046,13964.0
Rhode Island,2020,5,2020-05-01,163472.0,1533114.0,0.107,83371.0
Rhode Island,2020,6,2020-06-01,101328.0,2032803.0,0.05,51677.0
Rhode Island,2020,7,2020-07-01,351425.0,6738626.0,0.052,179227.0
Rhode Island,2020,8,2020-08-01,1423391.0,23116965.0,0.062,725929.0
Rhode Island,2020,9,2020-09-01,2352788.0,31293150.0,0.075,1199922.0
Rhode Island,2020,10,2020-10-01,4388841.0,34704413.0,0.126,2238309.0
Rhode Island,2020,11,2020-11-01,6281321.0,35098445.0,0.179,3203474.0
Rhode Island,2020,12,2020-12-01,2533090.0,22770472.0,0.111,1291876.0
Rhode Island,2021,1,2021-01-01,3717199.0,39817327.0,0.093,1895771.0
Rhode Island,2021,2,2021-02-01,1555824.0,34110104.0,0.046,793470.0
Rhode Island,2021,3,2021-03-01,3976140.0,38583919.0,0.103,2027831.0
Rhode Island,2021,4,2021-04-01,3168532.0,29040966.0,0.109,1615951.0
Rhode Island,2021,5,2021-05-01,2772910.0,28252139.0,0.098,1414184.0
Rhode Island,2021,6,2021-06-01,3666029.0,29468571.0,0.124,1869675.0
Rhode Island,2021,7,2021-07-01,3263276.0,22095960.0,0.148,1664271.0
Rhode Island,2021,8,2021-08-01,1129859.0,24042834.0,0.047,576228.0
Rhode Island,2021,9,2021-09-01,4012295.0,41203997.0,0.097,2046270.0
Rhode Island,2021,10,2021-10-01,3608570.0,60158844.0,0.06,1840371.0
Rhode Island,2021,11,2021-11-01,6703144.0,52747831.0,0.127,3418603.0
Rhode Island,2021,12,2021-12-01,1177717.0,54935498.0,0.021,600636.0
Rhode Island,2022,1,2022-01-01,5228277.0,58614487.0,0.089,2666421.0
Rhode Island,2022,2,2022-02-01,3566393.0,42143261.0,0.085,1818860.0
Rhode Island,2022,3,2022-03-01,3738223.0,45766958.0,0.082,1906494.0
Rhode Island,2022,4,2022-04-01,2632134.0,40186632.0,0.065,1342388.0
Rhode Island,2022,5,2022-05-01,2336733.0,41103489.0,0.057,1191734.0
Rhode Island,2022,6,2022-06-01,2352896.0,34229823.0,0.069,1199977.0
Rhode Island,2022,7,2022-07-01,2872076.0,25208531.0,0.114,1464759.0
Rhode Island,2022,8,2022-08-01,3000421.0,27744694.0,0.108,1530215.0
Rhode Island,2022,9,2022-09-01,6361823.0,41670257.0,0.153,3244530.0
Rhode Island,2022,10,2022-10-01,6156914.0,55527937.0,0.111,3140026.0
Rhode Island,2022,11,2022-11-01,4862856.0,61208319.0,0.079,2480057.0
Rhode Island,2022,12,2022-12-01,6189316.0,59205426.0,0.105,3156551.0
Rhode Island,2023,1,2023-01-01,5164799.0,62317384.0,0.083,2634047.0
Rhode Island,2023,2,2023-02-01,3612113.0,43065996.0,0.084,1842178.0
Rhode Island,2023,3,2023-03-01,3968567.0,41546643.0,0.096,2023969.0
Rhode Island,2023,4,2023-04-01,3009679.0,37496094.0,0.08,1534936.0
Rhode Island,2023,5,2023-05-01,3898405.0,30754497.0,0.127,1988187.0
Rhode Island,2023,6,2023-06-01,1783530.0,23723659.0,0.075,909600.0
Rhode Island,2023,7,2023-07-01,1896983.0,20238844.0,0.094,967461.0
Rhode Island,2023,8,2023-08-01,1365807.0,22472561.0,0.061,696562.0
Rhode Island,2023,9,2023-09-01,3472089.0,37645368.0,0.092,1770765.0
Rhode Island,2023,10,2023-10-01,4545634.0,45840376.0,0.099,2318273.0
Rhode Island,2023,11,2023-11-01,3413200.0,48277794.0,0.071,1740732.0
Rhode Island,2023,12,2023-12-01,4147010.0,47904210.0,0.087,2114975.0
Rhode Island,2024,1,2024-01-01,4999921.0,44808686.0,0.112,2549960.0
Rhode Island,2024,2,2024-02-01,2888343.0,38758578.0,0.075,1473055.0
Rhode Island,2024,3,2024-03-01,3103076.0,44895394.0,0.069,1582569.0
Rhode Island,2024,4,2024-04-01,2740781.0,37709038.0,0.073,1397798.0
Rhode Island,2024,5,2024-05-01,3343552.0,37252539.0,0.09,1705212.0
Rhode Island,2024,6,2024-06-01,2664593.0,33010501.0,0.081,1358942.0
Rhode Island,2024,7,2024-07-01,2723789.0,24848015.0,0.11,1389132.0
Rhode Island,2024,8,2024-08-01,1864079.0,28371561.0,0.066,950680.0
Rhode Island,2024,9,2024-09-01,5690742.0,50165493.0,0.113,2902278.0
South Dakota,2021,9,2021-09-01,71320.0,443365.0,0.161,6419.0
South Dakota,2021,10,2021-10-01,98037.0,815037.0,0.12,8823.0
South Dakota,2021,11,2021-11-01,74919.0,717775.0,0.104,6743.0
South Dakota,2021,12,2021-12-01,10306.0,675312.0,0.015,928.0
South Dakota,2022,1,2022-01-01,82291.0,835252.0,0.099,7406.0
South Dakota,2022,2,2022-02-01,71807.0,685631.0,0.105,6463.0
South Dakota,2022,3,2022-03-01,32389.0,975347.0,0.033,2915.0
South Dakota,2022,4,2022-04-01,-13735.0,368517.0,-0.037,-1236.0
South Dakota,2022,5,2022-05-01,25102.0,307995.0,0.082,2259.0
South Dakota,2022,6,2022-06-01,27869.0,301217.0,0.093,2508.0
South Dakota,2022,7,2022-07-01,16143.0,259180.0,0.062,1453.0
South Dakota,2022,8,2022-08-01,59053.0,266673.0,0.221,5315.0
South Dakota,2022,9,2022-09-01,211612.0,711577.0,0.297,19045.0
South Dakota,2022,10,2022-10-01,131749.0,862170.0,0.153,11857.0
South Dakota,2022,11,2022-11-01,75856.0,861660.0,0.088,6827.0
South Dakota,2022,12,2022-12-01,151374.0,757610.0,0.2,13624.0
South Dakota,2023,1,2023-01-01,123365.0,910312.0,0.136,11103.0
South Dakota,2023,2,2023-02-01,82853.0,717137.0,0.116,7457.0
South Dakota,2023,3,2023-03-01,161368.0,923904.0,0.175,14523.0
South Dakota,2023,4,2023-04-01,22503.0,493045.0,0.046,2025.0
South Dakota,2023,5,2023-05-01,22536.0,528562.0,0.043,2028.0
South Dakota,2023,6,2023-06-01,-9254.0,417025.0,-0.022,-833.0
South Dakota,2023,7,2023-07-01,20087.0,413368.0,0.049,1808.0
South Dakota,2023,8,2023-08-01,37453.0,518052.0,0.072,3371.0
South Dakota,2023,9,2023-09-01,170129.0,979694.0,0.174,15312.0
South Dakota,2023,10,2023-10-01,174906.0,1021660.0,0.171,15742.0
South Dakota,2023,11,2023-11-01,49887.0,967994.0,0.052,4490.0
South Dakota,2023,12,2023-12-01,154098.0,1143938.0,0.135,13869.0
South Dakota,2024,1,2024-01-01,94756.0,868815.0,0.109,8528.0
South Dakota,2024,2,2024-02-01,-38406.0,696017.0,-0.055,-3457.0
South Dakota,2024,3,2024-03-01,91215.0,1242270.0,0.073,8209.0
South Dakota,2024,4,2024-04-01,-11700.0,503508.0,-0.023,-1053.0
South Dakota,2024,5,2024-05-01,51486.0,495491.0,0.104,4634.0
South Dakota,2024,6,2024-06-01,20680.0,557595.0,0.037,1861.0
South Dakota,2024,7,2024-07-01,77421.0,452755.0,0.171,6968.0
South Dakota,2024,8,2024-08-01,105719.0,505986.0,0.209,9515.0
South Dakota,2024,9,2024-09-01,215820.0,967837.0,0.223,19424.0
Tennessee,2020,11,2020-11-01,13224908.0,131444523.0,0.101,2363918.0
Tennessee,2020,12,2020-12-01,13900000.0,180900000.0,0.077,3080000.0
Tennessee,2021,1,2021-01-01,20900000.0,211300000.0,0.099,4300000.0
Tennessee,2021,2,2021-02-01,13000000.0,176300000.0,0.074,2600000.0
Tennessee,2021,3,2021-03-01,18000000.0,205900000.0,0.087,3200000.0
Tennessee,2021,4,2021-04-01,15500000.0,172400000.0,0.09,2800000.0
Tennessee,2021,5,2021-05-01,15400000.0,160900000.0,0.096,2700000.0
Tennessee,2021,6,2021-06-01,18300000.0,174500000.0,0.105,3200000.0
Tennessee,2021,7,2021-07-01,15172000.0,144559000.0,0.105,2600000.0
Tennessee,2021,8,2021-08-01,13200000.0,144500000.0,0.091,2000000.0
Tennessee,2021,9,2021-09-01,25600000.0,257300000.0,0.099,3300000.0
Tennessee,2021,10,2021-10-01,23300000.0,375300000.0,0.062,3400000.0
Tennessee,2021,11,2021-11-01,36900000.0,365700000.0,0.101,5900000.0
Tennessee,2021,12,2021-12-01,24600000.0,341800000.0,0.072,3300000.0
Tennessee,2022,1,2022-01-01,36249453.0,386059756.0,0.094,5817504.0
Tennessee,2022,2,2022-02-01,20945018.0,313298305.0,0.067,3026574.0
Tennessee,2022,3,2022-03-01,26520468.0,370230004.0,0.072,4550242.0
Tennessee,2022,4,2022-04-01,27142800.0,292796670.0,0.093,4649129.0
Tennessee,2022,5,2022-05-01,27315928.0,261582468.0,0.104,4766458.0
Tennessee,2022,6,2022-06-01,15855649.0,215774186.0,0.073,2559649.0
Tennessee,2022,7,2022-07-01,18174226.0,182769323.0,0.099,3668804.0
Tennessee,2022,8,2022-08-01,27200883.0,205863860.0,0.132,4875847.0
Tennessee,2022,9,2022-09-01,46285200.0,336933437.0,0.137,8716963.0
Tennessee,2022,10,2022-10-01,37295159.0,405337575.0,0.092,6989818.0
Tennessee,2022,11,2022-11-01,47248222.0,439456908.0,0.108,9030021.0
Tennessee,2022,12,2022-12-01,49176885.0,440445414.0,0.112,9401952.0
Tennessee,2023,1,2023-01-01,41392586.0,410773606.0,0.101,7269600.0
Tennessee,2023,2,2023-02-01,33943931.0,327326201.0,0.104,6380150.0
Tennessee,2023,3,2023-03-01,45506700.0,392667304.0,0.116,8752898.0
Tennessee,2023,4,2023-04-01,34257592.0,318416216.0,0.108,6435653.0
Tennessee,2023,5,2023-05-01,37097192.0,279794996.0,0.133,7145077.0
Tennessee,2023,6,2023-06-01,25526655.0,230337515.0,0.111,4635761.0
Tennessee,2023,7,2023-07-01,21411406.0,214114055.0,0.1,3951411.0
Tennessee,2023,8,2023-08-01,24345682.0,243456822.0,0.1,4462942.0
Tennessee,2023,9,2023-09-01,41806345.0,418063447.0,0.1,7715705.0
Tennessee,2023,10,2023-10-01,44519291.0,445192913.0,0.1,8190461.0
